2020,97,"Action,Comedy",3.5,319.0,nm0666806,"nm0666806,nm0929186","nm0522324,nm0289105,nm0865302"
2019,98,"Comedy,Documentary",3.7,355.0,nm3790284,"nm3790284,nm10526544,nm4733233,nm2127738","nm8509500,nm10135646,nm8117041"
2020,85,Drama,7.2,204.0,nm7981674,nm7981674,"nm10527092,nm11484897,nm11372323"
2020,90,Drama,6.9,128.0,nm4802773,"nm1981893,nm4802773","nm1981893,nm9342181"
2019,150,Drama,7.2,293.0,nm10936533,"nm10467776,nm0784296","nm7797362,nm7960887"
2019,129,Thriller,6.0,223.0,nm10529107,\N,"nm11623832,nm11630205,nm6851595,nm11637392"
2019,100,Animation,7.9,430.0,"nm10529303,nm10529305,nm10529304","nm5489577,nm10529311,nm10529312","nm10529307,nm10529308,nm10529309"
2020,110,"Comedy,Drama",7.2,457.0,nm0459732,"nm0413132,nm1268974,nm5447812,nm6223235","nm0489858,nm5048087"
2019,92,"Action,Horror",6.1,3883.0,nm3976308,"nm2244274,nm2100227","nm0002332,nm0006669,nm0004365,nm0184392"
2019,108,"Adventure,Animation,Family",5.8,434.0,nm9546685,"nm0963344,nm9546685,nm9672561","nm0861657,nm0722636,nm2061101"
2020,88,"Action,Comedy",5.1,10379.0,nm0236226,nm3377973,"nm1159180,nm10067359"
2019,86,"Crime,Mystery,Thriller",3.8,131.0,nm0423167,nm0423167,"nm1367819,nm3213784"
2018,82,"Comedy,Drama",4.0,205.0,nm5971240,nm5971240,"nm1758612,nm5226577,nm0693848"
2019,145,"Action,Thriller",8.5,8077.0,nm7992231,"nm7992231,nm7807469","nm1912683,nm1230844,nm6030469,nm6998719"
2019,106,"Horror,Thriller",7.0,310.0,nm10532693,nm10532693,"nm0474609,nm7216750"
2020,92,War,5.0,708.0,nm0052054,"nm0942647,nm3853396","nm2786566,nm0216117,nm1596785,nm0335404"
2019,125,"Documentary,Sport",8.5,355.0,nm4942142,nm11020824,
2019,120,Drama,7.5,492.0,nm10533890,nm10533895,"nm10533891,nm10379526,nm8166767,nm4425773,nm3175230"
2019,111,Drama,8.8,553.0,nm0151535,nm0151535,"nm0482309,nm1230844"
2019,77,"Documentary,Music",6.8,114.0,nm1427130,\N,"nm11467872,nm1427130"
2019,122,"Comedy,Drama",6.8,475.0,nm7011994,\N,"nm2068971,nm7243877,nm1428724"
2020,95,Comedy,5.3,343.0,nm1415268,"nm1597648,nm1597688","nm0200702,nm1081573,nm0431221"
2020,103,"Comedy,Drama",7.7,686.0,nm0631590,"nm2063122,nm0277932,nm3547655","nm0277932,nm10877188"
2019,130,Drama,7.9,265.0,nm10536451,"nm10536451,nm10536453,nm10536454","nm2649680,nm1428724"
2019,98,"Drama,Family",6.4,194.0,nm4394529,"nm4394529,nm1902682","nm4394529,nm2456249,nm10569025"
